hedge,sentence,gold,hedge_gold,worker_id,hedge_judgement
suena,"fe razonada,,me <strong>suena</strong> a creencia con culpa..necesito justificar ante el mundo y ante mi que creo y porque creo ?",TRUE,TRUE,A2ZXR080F2BMIP,TRUE
virtualmente,"Por lo que respecta, aunque esta palabra no es apropiada, a las «tesis», y concretamente a aquella que concierne a una diferencia irreductible a la oposición dialéctica, una diferencia «más profunda» que una contradicción (Différence et Répètition), una diferencia en la afirmación felizmente repetida («sí, sí»), la asunción del simulacro, Deleuze sigue siendo sin duda, a pesar de tantas diferencias, aquel de quien me he considerado siempre más cerca de entre todos los de esta «generación», jamás he sentido la menor «objeción» insinuarse en mí, ya fuese <strong>virtualmente</strong>, contra ninguno de sus discursos, incluso si ha sucedido a veces que haya protestado contra tal o cual proposición de L'Anti-dipe (se lo dije un día mientras volvíamos juntos en coche de Nanterre, después de haber asistido a la lectura de una tesis sobre Spinoza) o tal vez contra la idea de que la filosofía consista en «crear» conceptos.",FALSE,FALSE,A2ZXR080F2BMIP,TRUE
relativamente,"Un apartado para las cosas actuales y <strong>relativamente</strong> nimias donde cabrían temas como ""incluir en el código penal las mentiras de los políticos"" o relativos al aborto, a la homosexualidad, ""del dar patatas a un balón"" etcétera.",FALSE,FALSE,A2ZXR080F2BMIP,FALSE
hay quien,<strong>hay quien</strong> no quiere aceptarla,FALSE,FALSE,A2ZXR080F2BMIP,FALSE
sugiero,"Personalmente te <strong>sugiero</strong> El Método de Descartes, del que aprenderás alguno que otro secretillo interesante jo jo; después, lo que sea que te encontrés.",FALSE,FALSE,A2ZXR080F2BMIP,FALSE
aproximadamente,Creo que a día de hoy son bastantes más años.El juego viene estando anunciado desde el 98-99 <strong>aproximadamente</strong>.,FALSE,FALSE,A2ZXR080F2BMIP,TRUE
medio,provocar y exigir reverencia respecto a uno mismo: ascetismo como <strong>medio</strong> de poder:,FALSE,FALSE,A2ZXR080F2BMIP,FALSE
bastante,Aquel es mucho mucho más fuerte y dañino que el sexual que puede tener <strong>bastante</strong> gente.,FALSE,FALSE,A2ZXR080F2BMIP,FALSE
relativamente,"Hace <strong>relativamente</strong> poco me empece a interesar por la historia de las matematicas, encontre un libro bastante interesante ""la hitoira de las matematicas"" Development of mathematics, de E T bell, aunqeu un poco viejo (1940) parece ser un de las fuentes mas relevantes sobre el tema hasta nuestros dias (mencionado por Gardner ) en inteligencias multiples.",FALSE,FALSE,A2ZXR080F2BMIP,TRUE
tal vez,o <strong>tal vez</strong> todas son validas bajo determinadas cirunstancias.,FALSE,FALSE,A2ZXR080F2BMIP,FALSE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,A3OFOYB4X0HA0M,FALSE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,A3OFOYB4X0HA0M,FALSE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,A3OFOYB4X0HA0M,TRUE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,A8PI5IDB1JWDL,TRUE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,A8PI5IDB1JWDL,FALSE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,A8PI5IDB1JWDL,FALSE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,A8PI5IDB1JWDL,TRUE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,AEN7H01OU26XL,TRUE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,AEN7H01OU26XL,TRUE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,AEN7H01OU26XL,FALSE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,AEN7H01OU26XL,TRUE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,AEN7H01OU26XL,FALSE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,AEN7H01OU26XL,TRUE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,AEN7H01OU26XL,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,AEN7H01OU26XL,FALSE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,AEN7H01OU26XL,TRUE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,AEN7H01OU26XL,FALSE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,A25SGBOJZLYBJO,TRUE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,A25SGBOJZLYBJO,TRUE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,A25SGBOJZLYBJO,TRUE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,A25SGBOJZLYBJO,FALSE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,A26Y4BFHJE7MN4,TRUE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,A26Y4BFHJE7MN4,TRUE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,A26Y4BFHJE7MN4,FALSE
deberias,"Creo que tienes un pensamiento demasiado medieval, <strong>deberias</strong> dejar el Age Of Empires y salirte fuera a ver como es la calle, el mundo ha cambiado bastante, vale la pena...",TRUE,TRUE,A2C74ZQWZ1W0FM,TRUE
diria,"Yo te <strong>diria</strong> Luxfero, que leas ""El existencialismo es un humanismo""",FALSE,FALSE,A2C74ZQWZ1W0FM,FALSE
deberia,A los que denuncian estas prácticas <strong>deberia</strong> consolarles no regocijarse atestiguando vejaciones.,FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
bastantes,"No creo haber dicho nunca nada parecido a que conozca la realidad objetiva, así que has debido de leer mal <strong>bastantes</strong> cosas mías para considerar que algo así es propio de mí.",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
entiendo,"Es lo que <strong>entiendo</strong>, y si lo estoy entendiendo mal necesito una aclaración mejor",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
un par,"De todas formas, a la religión en occidente aun le quedan <strong>un par</strong> de siglos laaaargos antes de desaparecer.",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
alguien,"Yo pienso algo respecto del ser negativo pero no lo voy a decir, si <strong>alguien</strong> dice algo parecido a lo mejor lo diga.",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
imagino,"Incluso suponiendo (suponiendo mal) que la vida es solo conservacion y reproduccion, esto mismo, MISMO, marca una gran diferencia entre nosotros y el robot mas complejo y mas parecido (tambien me <strong>imagino</strong> como se insemina a un robot).",FALSE,FALSE,A2C74ZQWZ1W0FM,FALSE
principalmente,"Lo animado parece distinguirse de lo inanimado <strong>principalmente</strong> por dos rasgos, movimiento y sensacion,",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
propongo,"@Jvahn, tan importante como buscar la verdad es alejarse de la ""falsedad"", sería necesario cuantificar el conocimiento para poder determinar en qué casos una cosa es más importante que otra y realmente es algo que no me <strong>propongo</strong>, por eso simplemente lo considero comparable.",FALSE,FALSE,A2C74ZQWZ1W0FM,TRUE
